group,value
control,0.00
control,23678.00
control,50.00
control,4360.00
control,6.00
control,453.00
control,9840.00
control,0.00
control,3673.00
control,0.00
control,0.00
control,0.00
control,8484.00
control,0.00
control,1601.00
control,0.00
control,0.00
control,4896.00
control,401.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,5326.00
control,15223.00
control,0.00
control,0.00
control,2900.00
control,0.00
control,218.00
control,0.00
control,0.00
control,21.00
control,0.00
control,16604.00
control,5091.00
control,0.00
control,0.00
control,0.00
control,25054.00
control,15347.00
control,7098.00
control,0.00
control,380.00
control,0.00
control,3989.00
control,9040.00
control,0.00
control,2274.00
control,10851.00
control,5144.00
control,0.00
control,0.00
control,0.00
control,0.00
control,781.00
control,0.00
control,1285.00
control,12195.00
control,0.00
control,1728.00
control,5.00
control,0.00
control,1921.00
control,0.00
control,7377.00
control,0.00
control,1679.00
control,0.00
control,74.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,14266.00
control,0.00
control,5465.00
control,47725.00
control,64685.00
control,0.00
control,10144.00
control,0.00
control,2723.00
control,0.00
control,0.00
control,3309.00
control,310.00
control,0.00
control,0.00
control,0.00
control,0.00
control,10501.00
control,0.00
control,46913.00
control,24.00
control,9294.00
control,0.00
control,0.00
control,130734.00
control,0.00
control,0.00
control,15788.00
control,0.00
control,16987.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,13690.00
control,0.00
control,52114.00
control,0.00
control,1864.00
control,10.00
control,14230.00
control,97.00
control,0.00
control,0.00
control,7200.00
control,18656.00
control,0.00
control,0.00
control,2165.00
control,0.00
control,0.00
control,20769.00
control,0.00
control,636.00
control,0.00
control,0.00
control,21.00
control,1756.00
control,0.00
control,0.00
control,0.00
control,0.00
control,1578.00
control,0.00
control,322.00
control,0.00
control,0.00
control,0.00
control,1968.00
control,0.00
control,1486.00
control,0.00
control,5082.00
control,8.00
control,0.00
control,18557.00
control,0.00
control,13134.00
control,10937.00
control,3384.00
control,0.00
control,0.00
control,2519.00
control,269.00
control,18473.00
control,0.00
control,116.00
control,3910.00
control,0.00
control,0.00
control,0.00
control,13046.00
control,13951.00
control,2082.00
control,11701.00
control,3064.00
control,0.00
control,1649.00
control,6603.00
control,0.00
control,2792.00
control,0.00
control,15180.00
control,47.00
control,6238.00
control,0.00
control,0.00
control,0.00
control,1395.00
control,4760.00
control,0.00
control,0.00
control,3506.00
control,24782.00
control,0.00
control,51909.00
control,108166.00
control,0.00
control,63087.00
control,0.00
control,0.00
control,406.00
control,47.00
control,1214.00
control,313.00
control,1668.00
control,0.00
control,6401.00
control,0.00
control,0.00
control,16574.00
control,0.00
control,23596.00
control,0.00
control,0.00
control,0.00
control,0.00
control,11489.00
control,0.00
control,2108.00
control,592.00
control,854.00
control,5901.00
control,50784.00
control,22395.00
control,0.00
control,58699.00
control,58.00
control,13307.00
control,359.00
control,0.00
control,0.00
control,0.00
control,0.00
control,5066.00
control,0.00
control,0.00
control,118.00
control,0.00
control,5094.00
control,13705.00
control,20.00
control,0.00
control,0.00
control,0.00
control,17558.00
control,0.00
control,165416.00
control,18836.00
control,1260.00
control,6279.00
control,6732.00
control,0.00
control,10732.00
control,0.00
control,0.00
control,0.00
control,0.00
control,16354.00
control,0.00
control,0.00
control,0.00
control,52738.00
control,0.00
control,0.00
control,0.00
control,18542.00
control,1822.00
control,39966.00
control,0.00
control,0.00
control,21918.00
control,0.00
control,3395.00
control,0.00
control,2479.00
control,1566.00
control,2197.00
control,4054.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,574.00
control,7879.00
control,0.00
control,0.00
control,7970.00
control,8054.00
control,189.00
control,0.00
control,4515.00
control,4064.00
control,0.00
control,85.00
control,3.00
control,0.00
control,5044.00
control,5031.00
control,0.00
control,1155.00
control,12801.00
control,0.00
control,0.00
control,0.00
control,0.00
control,82.00
control,0.00
control,85068.00
control,13.00
control,0.00
control,6520.00
control,0.00
control,640.00
control,30911.00
control,0.00
control,2485.00
control,0.00
control,4133.00
control,15.00
control,2906.00
control,0.00
control,0.00
control,0.00
control,17348.00
control,37834.00
control,0.00
control,0.00
control,0.00
control,5358.00
control,4099.00
control,18226.00
control,9441.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,14157.00
control,0.00
control,619.00
control,28592.00
control,3600.00
control,0.00
control,0.00
control,0.00
control,0.00
control,3157.00
control,0.00
control,1169.00
control,70773.00
control,277.00
control,0.00
control,0.00
control,259.00
control,0.00
control,0.00
control,122.00
control,1483.00
control,0.00
control,0.00
control,38.00
control,12781.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,16476.00
control,0.00
control,0.00
control,7460.00
control,0.00
control,2660.00
control,2188.00
control,0.00
control,176.00
control,0.00
control,2266.00
control,717.00
control,0.00
control,20076.00
control,1400.00
control,0.00
control,23696.00
control,0.00
control,0.00
control,0.00
control,68113.00
control,13734.00
control,1029.00
control,1190.00
control,0.00
control,2762.00
control,5258.00
control,0.00
control,305.00
control,0.00
control,5945.00
control,4163.00
control,0.00
control,0.00
control,0.00
control,0.00
control,8066.00
control,0.00
control,23.00
control,44.00
control,9743.00
control,0.00
control,0.00
control,1093.00
control,0.00
control,0.00
control,0.00
control,7.00
control,0.00
control,29482.00
control,58120.00
control,1328.00
control,0.00
control,0.00
control,0.00
control,19269.00
control,6043.00
control,0.00
control,24212.00
control,2011.00
control,26978.00
control,0.00
control,0.00
control,5807.00
control,0.00
control,17553.00
control,0.00
control,0.00
control,7027.00
control,0.00
control,17352.00
control,0.00
control,0.00
control,16.00
control,0.00
control,11187.00
control,146.00
control,2726.00
control,0.00
control,0.00
control,0.00
control,58.00
control,0.00
control,0.00
control,0.00
control,0.00
control,795.00
control,12463.00
control,9.00
control,7501.00
control,0.00
control,0.00
control,25557.00
control,20240.00
control,0.00
control,0.00
control,0.00
control,7776.00
control,4964.00
control,0.00
control,0.00
control,23419.00
control,47677.00
control,10808.00
control,0.00
control,7019.00
control,0.00
control,517.00
control,22348.00
control,60.00
control,0.00
control,0.00
control,2450.00
control,166.00
control,0.00
control,9067.00
control,33677.00
control,1822.00
control,152.00
control,0.00
control,15.00
control,0.00
control,3304.00
control,3172.00
control,20.00
control,9167.00
control,9697.00
control,9.00
control,66847.00
control,0.00
control,0.00
control,2407.00
control,36.00
control,17855.00
control,15655.00
control,823.00
control,0.00
control,36218.00
control,24841.00
control,15009.00
control,0.00
control,26720.00
control,1467.00
control,0.00
control,7795.00
control,0.00
control,3071.00
control,5565.00
control,0.00
control,0.00
control,7349.00
control,2322.00
control,0.00
control,7831.00
control,0.00
control,51216.00
control,0.00
control,3377.00
control,0.00
control,90718.00
control,11.00
control,78.00
control,1665.00
control,18803.00
control,33.00
control,4.00
control,295.00
control,17.00
control,92.00
control,0.00
control,9033.00
control,47926.00
control,228.00
control,0.00
control,377.00
control,4111.00
control,35.00
control,0.00
control,0.00
control,1710.00
control,9558.00
control,3232.00
control,0.00
control,7322.00
control,0.00
control,0.00
control,28851.00
control,0.00
control,0.00
control,4133.00
control,42261.00
control,493.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,325.00
control,431.00
control,13633.00
control,0.00
control,8327.00
control,0.00
control,5419.00
control,4957.00
control,0.00
control,0.00
control,2343.00
control,0.00
control,0.00
control,0.00
control,0.00
control,9393.00
control,9467.00
control,4631.00
control,16031.00
control,0.00
control,0.00
control,2551.00
control,4697.00
control,0.00
control,12156.00
control,0.00
control,642.00
control,71.00
control,0.00
control,15105.00
control,2579.00
control,0.00
control,0.00
control,0.00
control,18492.00
control,0.00
control,3854.00
control,0.00
control,0.00
control,0.00
control,11182.00
control,1661.00
control,0.00
control,12315.00
control,2730.00
control,0.00
control,0.00
control,20499.00
control,88.00
control,3635.00
control,0.00
control,0.00
control,1746.00
control,0.00
control,0.00
control,0.00
control,37070.00
control,3898.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,4.00
control,0.00
control,143409.00
control,0.00
control,0.00
control,2513.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,422.00
control,0.00
control,0.00
control,1178.00
control,0.00
control,15970.00
control,4886.00
control,33574.00
control,0.00
control,0.00
control,8494.00
control,3.00
control,98998.00
control,0.00
control,1669.00
control,8493.00
control,51976.00
control,3.00
control,16874.00
control,2113.00
control,1885.00
control,2435.00
control,17965.00
control,86205.00
control,1771.00
control,11270.00
control,7681.00
control,0.00
control,4928.00
control,75.00
control,0.00
control,0.00
control,4484.00
control,0.00
control,0.00
control,0.00
control,545.00
control,0.00
control,3557.00
control,82.00
control,1711.00
control,0.00
control,0.00
control,1666.00
control,0.00
control,0.00
control,0.00
control,7815.00
control,0.00
control,2567.00
control,0.00
control,4654.00
control,0.00
control,2559.00
control,80361.00
control,3342.00
control,0.00
control,7197.00
control,0.00
control,0.00
control,0.00
control,0.00
control,121.00
control,25.00
control,40.00
